TYPEQU,REG,DEP,UU2020,AAV2020,BV2012,EPCI,DEPCOM,PRES_2016,PRES_2021
B203,44,8,CSZ,90,8105,200041622,8370,1,0
D235,44,8,CSZ,90,8105,200041622,8370,1,0
D303,44,8,CSZ,90,8105,200041622,8370,1,0
D201,44,8,CSZ,CSZ,2381,200041622,8373,1,0
E101,44,8,CSZ,CSZ,8090,240800847,8375,1,0
D242,44,8,CSZ,36,8362,200043156,8381,1,0
A301,44,8,8501,90,8105,200041630,8385,1,0
A507,44,8,8501,90,8105,200041630,8385,1,0
D201,44,8,8501,90,8105,200041630,8385,1,0
D303,44,8,8501,90,8105,200041630,8385,1,0
F103,44,8,8501,90,8105,200041630,8385,1,0
B301,44,8,CSZ,90,8105,200067759,8389,1,0
A301,44,8,8401,216,8409,200041630,8391,1,0
A507,44,8,CSZ,CSZ,8362,240800862,8401,1,0
A501,44,8,CSZ,465,8490,240800920,8406,1,0
E101,44,8,CSZ,465,8490,240800920,8406,1,0
B308,44,8,8401,216,8409,200041630,8409,1,0
D111,44,8,8401,216,8409,200041630,8409,1,0
D203,44,8,8401,216,8409,200041630,8409,1,0
D208,44,8,8401,216,8409,200041630,8409,1,0
D236,44,8,8401,216,8409,200041630,8409,1,0
D304,44,8,8401,216,8409,200041630,8409,1,0
D605,44,8,8401,216,8409,200041630,8409,1,0
B203,44,8,CSZ,CSZ,8362,240800862,8415,1,0
D232,44,8,CSZ,90,8367,200067759,8417,1,0
B203,44,8,CSZ,36,51454,200043156,8418,1,0
A205,44,8,CSZ,90,8362,240800862,8419,1,0
A301,44,8,CSZ,90,8362,240800862,8419,1,0
B301,44,8,CSZ,90,8362,240800862,8419,1,0
D221,44,8,CSZ,90,8362,240800862,8419,1,0
A205,44,8,CSZ,CSZ,2381,200041622,8420,1,0
A301,44,8,CSZ,CSZ,2381,200041622,8420,1,0
B305,44,8,CSZ,90,8105,240800862,8422,1,0
E101,44,8,CSZ,90,8105,240800862,8422,1,0
A501,44,8,CSZ,36,8362,200043156,8435,1,0
B305,44,8,CSZ,36,8362,200043156,8435,1,0
D221,44,8,CSZ,36,8362,200043156,8435,1,0
E101,44,8,CSZ,36,8362,200043156,8435,1,0
A501,44,8,CSZ,CSZ,8490,240800920,8439,1,0
D201,44,8,CSZ,90,8105,240800862,8449,1,0
F112,44,8,CSZ,90,8302,200067759,8456,1,0
G103,44,8,CSZ,90,8302,200067759,8456,1,0
A301,44,8,CSZ,90,8105,240800862,8469,1,0
A301,44,8,CSZ,36,8362,200043156,8473,1,0
B308,44,8,8501,90,8105,200041630,8480,1,0
F111,44,8,8501,90,8105,200041630,8480,1,0
D221,44,8,8104,417,8190,240800821,8486,1,0
D235,44,8,8104,417,8190,240800821,8486,1,0
D233,44,8,8205,90,8491,200041630,8488,1,0
D705,44,8,8205,90,8491,200041630,8488,1,0
D112,44,8,8106,465,8490,240800920,8490,1,0
D207,44,8,8106,465,8490,240800920,8490,1,0
D211,44,8,8106,465,8490,240800920,8490,1,0
D304,44,8,8106,465,8490,240800920,8490,1,0
D232,44,8,CSZ,90,8409,200041630,8492,1,0
D701,44,8,8501,90,8105,200041630,8497,1,0
A501,44,8,CSZ,CSZ,8362,240800862,8499,1,0
G102,44,8,CSZ,CSZ,8090,240800847,8501,1,0
A501,44,8,CSZ,CSZ,8090,240800847,8502,1,0
E101,44,8,CSZ,90,8105,240800862,8503,1,0
F116,76,9,CSZ,340,9160,240900464,9003,1,0
G102,76,9,CSZ,284,9261,200067940,9005,1,0
A301,76,9,CSZ,CSZ,9122,200067940,9007,1,0
D701,76,9,CSZ,CSZ,9167,200066223,9019,1,0
D231,76,9,CSZ,199,9225,200066231,9022,1,0
G101,76,9,CSZ,284,9261,200067940,9026,1,0
G102,76,9,CSZ,CSZ,9261,200067940,9029,1,0
G104,76,9,CSZ,CSZ,9261,200067940,9029,1,0
A506,76,9,CSZ,CSZ,9306,200066363,9030,1,0
B310,76,9,CSZ,CSZ,9306,200066363,9030,1,0
G104,76,9,CSZ,CSZ,9306,200066363,9030,1,0
E101,76,9,CSZ,CSZ,9032,200066363,9032,1,0
G103,76,9,CSZ,CSZ,9032,200066363,9032,1,0
E101,76,9,CSZ,284,9261,200067940,9035,1,0
A205,76,9,CSZ,199,9194,200044469,9039,1,0
F120,76,9,CSZ,284,31523,200067940,9041,1,0
G104,76,9,CSZ,CSZ,9122,200067940,9042,1,0
A301,76,9,CSZ,340,9160,200044469,9043,1,0
A507,76,9,CSZ,340,9160,200044469,9043,1,0
B203,76,9,CSZ,340,9160,200044469,9043,1,0
D233,76,9,CSZ,340,9160,200044469,9043,1,0
G104,76,9,CSZ,CSZ,9194,200044469,9052,1,0
A507,76,9,CSZ,284,31523,200067940,9054,1,0
B203,76,9,CSZ,CSZ,9261,200067940,9057,1,0
A507,76,9,CSZ,665,9306,240900431,9058,1,0
A206,76,9,CSZ,199,9225,200066231,9060,1,0
A206,76,9,CSZ,CSZ,9225,200066223,9061,1,0
D601,76,9,CSZ,281,9122,200067791,9063,1,0
B311,76,9,CSZ,281,9122,200067791,9068,1,0
F105,76,9,CSZ,CSZ,9306,200066363,9070,1,0
D232,76,9,CSZ,281,9122,200067940,9071,1,0
A301,76,9,CSZ,CSZ,31375,200066223,9075,1,0
A501,76,9,CSZ,CSZ,31375,200066223,9075,1,0
F103,76,9,CSZ,5,9282,200066231,9076,1,0
A507,76,9,CSZ,340,9160,240900464,9080,1,0
F113,76,9,CSZ,340,9160,240900464,9080,1,0
F102,76,9,CSZ,199,9225,200066231,9081,1,0
A01G,76,9,CSZ,284,9261,200067940,9085,1,0
F101,76,9,CSZ,284,9261,200067940,9085,1,0
F113,76,9,CSZ,284,9261,200067940,9085,1,0
G104,76,9,CSZ,284,9261,200067940,9085,1,0
A507,76,9,CSZ,284,9261,200067940,9097,1,0
D402,76,9,CSZ,281,9122,200067791,9099,1,0
A507,76,9,CSZ,CSZ,9261,200067940,9100,1,0
A501,76,9,CSZ,CSZ,9194,200044469,9102,1,0
A501,76,9,9401,199,9225,200067791,9103,1,0
A501,76,9,9401,199,9225,200067791,9104,1,0
A507,76,9,CSZ,CSZ,31375,200066223,9105,1,0
B102,76,9,9202,340,9160,240900464,9106,1,0
A206,76,9,CSZ,199,9194,200044469,9107,1,0
F117,76,9,CSZ,199,9194,200044469,9107,1,0
A501,76,9,CSZ,CSZ,9261,200067940,9108,1,0
A301,76,9,CSZ,CSZ,9282,200066223,9109,1,0
G103,76,9,CSZ,284,9261,200067940,9110,1,0
F120,76,9,CSZ,CSZ,9282,200066231,9117,1,0
D602,76,9,9203,284,9261,200067940,9119,1,0
A507,76,9,9301,281,9122,200067791,9121,1,0
A503,76,9,9301,281,9122,200067791,9122,1,0
D709,76,9,CSZ,CSZ,9167,200066223,9124,1,0
E101,76,9,CSZ,CSZ,9167,200066223,9124,1,0
A206,76,9,CSZ,340,9160,240900464,9125,1,0
F106,76,9,CSZ,340,9160,240900464,9125,1,0
F120,76,9,CSZ,340,9160,240900464,9125,1,0
F111,76,9,CSZ,CSZ,9306,240900431,9136,1,0
F105,76,9,CSZ,CSZ,9032,200066363,9140,1,0
A206,76,9,CSZ,284,9261,200067940,9149,1,0
E101,76,9,9101,340,9160,240900464,9157,1,0
D232,76,9,CSZ,CSZ,9032,200066363,9159,1,0
A503,76,9,9202,340,9160,240900464,9160,1,0
D113,76,9,9202,340,9160,240900464,9160,1,0
D202,76,9,9202,340,9160,240900464,9160,1,0
D203,76,9,9202,340,9160,240900464,9160,1,0
D206,76,9,9202,340,9160,240900464,9160,1,0
D208,76,9,9202,340,9160,240900464,9160,1,0
D602,76,9,9202,340,9160,240900464,9160,1,0
F102,76,9,CSZ,340,9160,240900464,9165,1,0
B103,76,9,CSZ,5,9167,200066223,9167,1,0
G103,76,9,CSZ,CSZ,9032,200066363,9171,1,0
F103,76,9,CSZ,CSZ,9032,200066363,9176,1,0
F102,76,9,CSZ,199,9225,200066231,9177,1,0
G103,76,9,CSZ,199,9194,200044469,9180,1,0
A501,76,9,CSZ,CSZ,9225,200066223,9181,1,0
F117,76,9,CSZ,CSZ,9261,200067940,9182,1,0
G104,76,9,CSZ,CSZ,9261,200067940,9182,1,0
A506,76,9,9105,655,9185,200066231,9185,1,0
B206,76,9,9105,655,9185,200066231,9185,1,0
B304,76,9,9105,655,9185,200066231,9185,1,0
D709,76,9,9105,655,9185,200066231,9185,1,0
A501,76,9,CSZ,CSZ,31375,200066223,9186,1,0
A507,76,9,CSZ,284,9261,200067940,9190,1,0
D701,76,9,CSZ,284,9261,200067940,9190,1,0
G102,76,9,CSZ,CSZ,11304,200066363,9193,1,0
B304,76,9,9103,CSZ,9194,200044469,9194,1,0
D236,76,9,9103,CSZ,9194,200044469,9194,1,0
D232,76,9,CSZ,199,9282,200066231,9199,1,0
D235,76,9,CSZ,281,9122,200067940,9203,1,0
A301,76,9,CSZ,340,9160,240900464,9206,1,0
B203,76,9,CSZ,340,9160,240900464,9206,1,0
G103,76,9,CSZ,340,9160,240900464,9206,1,0
A507,76,9,9102,281,9122,200067791,9207,1,0
A301,76,9,CSZ,284,9261,200067940,9208,1,0
D243,76,9,CSZ,284,9261,200067940,9209,1,0
A507,76,9,CSZ,281,9122,200067791,9210,1,0
G102,76,9,CSZ,340,9160,240900464,9211,1,0
F111,76,9,CSZ,CSZ,9306,240900431,9217,1,0
G101,76,9,CSZ,CSZ,9306,240900431,9217,1,0
E101,76,9,CSZ,284,9261,200067940,9219,1,0
G102,76,9,9201,CSZ,9306,240900431,9221,1,0
A206,76,9,CSZ,284,9261,200067940,9223,1,0
D232,76,9,CSZ,284,9261,200067940,9223,1,0
D233,76,9,CSZ,284,9261,200067940,9223,1,0
D102,76,9,9401,199,9225,200066231,9225,1,0
D202,76,9,9401,199,9225,200066231,9225,1,0
D211,76,9,9401,199,9225,200066231,9225,1,0
D213,76,9,9401,199,9225,200066231,9225,1,0
G104,76,9,9401,199,9225,200066231,9225,1,0
F106,76,9,9202,340,9160,240900464,9227,1,0
F103,76,9,CSZ,CSZ,9032,200066363,9228,1,0
A501,76,9,CSZ,340,9160,200044469,9229,1,0
F116,76,9,CSZ,340,9160,200044469,9229,1,0
A501,76,9,CSZ,CSZ,11304,200066363,9230,1,0
F111,76,9,CSZ,CSZ,9160,200044469,9233,1,0
G101,76,9,CSZ,284,31523,200067940,9235,1,0
E101,76,9,CSZ,281,9122,200067791,9236,1,0
F103,76,9,CSZ,281,9122,200067791,9236,1,0
B203,76,9,CSZ,CSZ,11304,200066363,9239,1,0
G101,76,9,9201,281,9306,240900431,9241,1,0
G104,76,9,CSZ,199,9194,200044469,9244,1,0
A301,76,9,CSZ,CSZ,11304,200066363,9252,1,0
A301,76,9,CSZ,CSZ,31135,200067940,9257,1,0
B203,76,9,CSZ,CSZ,31135,200067940,9257,1,0
D233,76,9,CSZ,CSZ,31135,200067940,9257,1,0
E101,76,9,CSZ,199,9225,200067791,9258,1,0
B103,76,9,9203,284,9261,200067940,9261,1,0
D112,76,9,9203,284,9261,200067940,9261,1,0
D211,76,9,9203,284,9261,200067940,9261,1,0
D214,76,9,9203,284,9261,200067940,9261,1,0
D232,76,9,9202,340,9160,240900464,9262,1,0
B203,76,9,9401,281,9225,200067791,9264,1,0
D231,76,9,9401,281,9225,200067791,9264,1,0
D201,76,9,9401,199,9225,200066231,9265,1,0
D236,76,9,9401,199,9225,200066231,9265,1,0
D242,76,9,9401,199,9225,200066231,9265,1,0
A501,76,9,9203,284,9261,200067940,9268,1,0
A507,76,9,9203,284,9261,200067940,9268,1,0
F116,76,9,CSZ,281,9122,200067791,9269,1,0
E101,76,9,9102,281,9122,200067791,9272,1,0
A301,76,9,9301,281,9122,200067791,9273,1,0
B316,76,9,9301,281,9122,200067791,9273,1,0
D201,76,9,9301,281,9122,200067791,9273,1,0
D233,76,9,9301,281,9122,200067791,9273,1,0
F113,76,9,9301,281,9122,200067791,9273,1,0
F116,76,9,9301,281,9122,200067791,9273,1,0
A507,76,9,CSZ,5,9282,200066231,9275,1,0
A501,76,9,CSZ,199,9225,200066231,9276,1,0
A501,76,9,CSZ,5,9167,200066223,9277,1,0
A507,76,9,CSZ,5,9167,200066223,9277,1,0
F116,76,9,CSZ,5,9167,200066223,9277,1,0
A205,76,9,9201,CSZ,9306,240900431,9280,1,0
A507,76,9,9201,CSZ,9306,240900431,9280,1,0
B203,76,9,9201,CSZ,9306,240900431,9280,1,0
G101,76,9,9201,CSZ,9306,240900431,9280,1,0
B305,76,9,CSZ,340,9160,240900464,9281,1,0
A205,76,9,9106,5,9282,200066231,9282,1,0
B304,76,9,9106,5,9282,200066231,9282,1,0
D214,76,9,9106,5,9282,200066231,9282,1,0
D239,76,9,9106,5,9282,200066231,9282,1,0
A501,76,9,CSZ,CSZ,9032,200066363,9283,1,0
D233,76,9,CSZ,CSZ,9032,200066363,9283,1,0
A507,76,9,CSZ,199,9225,200067791,9284,1,0
A506,76,9,CSZ,284,9261,200067940,9285,1,0
G104,76,9,CSZ,284,9261,200067940,9285,1,0
G104,76,9,CSZ,CSZ,9261,200067940,9290,1,0
F105,76,9,CSZ,CSZ,9122,200067940,9292,1,0
G103,76,9,CSZ,281,9122,200067791,9293,1,0
A301,76,9,CSZ,284,9261,200067940,9299,1,0
A501,76,9,9201,281,9306,240900431,9303,1,0
F116,76,9,9201,281,9306,240900431,9303,1,0
B315,76,9,CSZ,340,9160,240900464,9305,1,0
A506,76,9,9201,665,9306,240900431,9306,1,0
B301,76,9,9201,665,9306,240900431,9306,1,0
D102,76,9,9201,665,9306,240900431,9306,1,0
A301,76,9,CSZ,5,31375,200066223,9310,1,0
B301,76,9,9104,199,9225,200066231,9312,1,0
D206,76,9,9104,199,9225,200066231,9312,1,0
D208,76,9,9104,199,9225,200066231,9312,1,0
G104,76,9,CSZ,CSZ,9261,200067940,9322,1,0
A301,76,9,CSZ,199,9194,200044469,9323,1,0
A507,76,9,CSZ,199,9194,200044469,9323,1,0
A01G,76,9,9401,199,9225,200067791,9324,1,0
B316,76,9,9401,199,9225,200067791,9324,1,0
G103,76,9,9401,199,9225,200067791,9324,1,0
G104,76,9,9401,199,9225,200067791,9324,1,0
G103,76,9,CSZ,199,9225,200067791,9327,1,0
E101,76,9,9301,281,9122,200067791,9329,1,0
D233,76,9,CSZ,CSZ,9032,200066363,9330,1,0
A01G,76,9,CSZ,CSZ,9306,200066363,9334,1,0
D233,76,9,CSZ,CSZ,9306,200066363,9334,1,0
D242,76,9,CSZ,CSZ,9306,200066363,9334,1,0
D233,76,9,CSZ,340,9160,240900464,9336,1,0
G102,76,9,CSZ,340,9160,240900464,9336,1,0
A301,76,9,CSZ,CSZ,9167,200066223,9338,1,0
G103,76,9,CSZ,CSZ,9167,200066223,9338,1,0
G102,44,10,10109,54,10003,241000447,10003,1,0
D231,44,10,CSZ,54,10006,200071777,10004,1,0
A507,44,10,CSZ,CSZ,10034,200066892,10005,1,0
B310,44,10,CSZ,CSZ,10034,200066892,10005,1,0
D235,44,10,10108,54,10006,200071777,10006,1,0
A301,44,10,CSZ,CSZ,10034,200069003,10009,1,0
B203,44,10,CSZ,389,10033,241000405,10012,1,0
A205,44,10,CSZ,54,10387,200069250,10015,1,0
B203,44,10,CSZ,54,89345,200071041,10018,1,0
E101,44,10,CSZ,54,89345,200071041,10018,1,0
A207,44,10,CSZ,413,10268,241000488,10020,1,0
A206,44,10,10601,54,10387,200069250,10030,1,0
B305,44,10,10601,54,10387,200069250,10030,1,0
D705,44,10,10201,389,10033,241000405,10033,1,0
D243,44,10,10106,644,10034,200069003,10034,1,0
E101,44,10,10106,644,10034,200069003,10034,1,0
A301,44,10,CSZ,389,10033,241000405,10035,1,0
G104,44,10,CSZ,389,10033,241000405,10035,1,0
A207,44,10,CSZ,54,10387,241000447,10037,1,0
B203,44,10,CSZ,54,10387,241000447,10037,1,0
D232,44,10,CSZ,CSZ,10033,241000405,10048,1,0
A206,44,10,CSZ,54,10387,200069250,10049,1,0
A01G,44,10,CSZ,54,10387,200069250,10051,1,0
G101,44,10,CSZ,54,10387,200069250,10053,1,0
A206,44,10,10601,54,10387,200069250,10060,1,0
A207,44,10,CSZ,54,10387,241000223,10061,1,0
A501,44,10,CSZ,54,10387,241000223,10061,1,0
G102,44,10,CSZ,54,10387,241000223,10061,1,0
B304,44,10,10107,534,10064,200040137,10064,1,0
B310,44,10,10107,534,10064,200040137,10064,1,0
D235,44,10,10107,534,10064,200040137,10064,1,0
A301,44,10,CSZ,54,10387,200069250,10066,1,0
B315,44,10,10601,54,10387,200069250,10067,1,0
F113,44,10,CSZ,CSZ,10034,200069003,10070,1,0
A501,44,10,CSZ,54,10387,200071041,10074,1,0
E101,44,10,CSZ,54,10387,200071041,10074,1,0
A207,44,10,CSZ,389,10033,241000405,10076,1,0
B305,44,10,CSZ,54,10034,200071041,10080,1,0
B313,44,10,CSZ,54,10034,200071041,10080,1,0
D709,44,10,CSZ,54,10034,200071041,10080,1,0
B102,44,10,10601,54,10387,200069250,10081,1,0
B304,44,10,10601,54,10387,200069250,10081,1,0
D209,44,10,10601,54,10387,200069250,10081,1,0
D605,44,10,10601,54,10387,200069250,10081,1,0
D303,44,10,CSZ,54,10034,200069003,10083,1,0
D201,44,10,CSZ,CSZ,89345,200071041,10099,1,0
A506,44,10,CSZ,54,10387,200069250,10100,1,0
B203,44,10,CSZ,389,10033,200066892,10102,1,0
A501,44,10,CSZ,54,10387,200069250,10110,1,0
A507,44,10,CSZ,389,10033,241000405,10113,1,0
A301,44,10,CSZ,264,10323,200000545,10114,1,0
B103,44,10,10601,54,10387,200069250,10115,1,0
B310,44,10,10601,54,10387,200069250,10115,1,0
B311,44,10,10601,54,10387,200069250,10115,1,0
A507,44,10,CSZ,54,10034,200071041,10120,1,0
A507,44,10,CSZ,CSZ,10064,200040137,10128,1,0
A507,44,10,CSZ,54,10323,200070126,10131,1,0
A301,44,10,CSZ,54,89345,200071041,10133,1,0
E101,44,10,CSZ,54,89345,200071041,10133,1,0
G102,44,10,CSZ,54,89345,200071041,10133,1,0
D709,44,10,CSZ,CSZ,89345,200071041,10140,1,0
G104,44,10,CSZ,CSZ,89345,200071041,10140,1,0
A01G,44,10,CSZ,54,10003,200069250,10142,1,0
D303,44,10,CSZ,54,10003,200069250,10142,1,0
A501,44,10,CSZ,264,10323,200070126,10144,1,0
E101,44,10,CSZ,54,10387,200070126,10151,1,0
A507,44,10,CSZ,413,10268,200006716,10153,1,0
A301,44,10,CSZ,CSZ,10034,200069003,10155,1,0
A507,44,10,CSZ,CSZ,10034,200069003,10155,1,0
A207,44,10,CSZ,54,10387,200069250,10156,1,0
B203,44,10,CSZ,54,10387,200069250,10156,1,0
A507,44,10,CSZ,CSZ,10034,200069003,10170,1,0
A301,44,10,CSZ,54,10387,200069250,10173,1,0
E101,44,10,CSZ,54,10387,200069250,10173,1,0
A501,44,10,CSZ,54,10387,200069250,10177,1,0
A507,44,10,CSZ,54,10387,200069250,10177,1,0
A301,44,10,CSZ,54,10387,200069250,10186,1,0
A301,44,10,CSZ,CSZ,10034,200069003,10187,1,0
A501,44,10,10601,54,10387,200069250,10191,1,0
A507,44,10,10601,54,10387,200069250,10191,1,0
A301,44,10,CSZ,54,10064,200040137,10193,1,0
B103,44,10,10102,54,10387,200069250,10209,1,0
E101,44,10,CSZ,54,10387,241000223,10210,1,0
A507,44,10,CSZ,54,10387,200069250,10211,1,0
D232,44,10,CSZ,54,10387,200069250,10211,1,0
G104,44,10,CSZ,54,10387,200069250,10212,1,0
A501,44,10,CSZ,389,10033,200066892,10215,1,0
A104,44,10,CSZ,CSZ,10006,200071777,10216,1,0
D221,44,10,CSZ,CSZ,10006,200071777,10216,1,0
A301,44,10,CSZ,54,10034,200071041,10218,1,0
B304,44,10,10301,264,10323,200000545,10220,1,0
D201,44,10,10301,264,10323,200000545,10220,1,0
A301,44,10,CSZ,54,10003,241000447,10222,1,0
D701,44,10,CSZ,54,10003,241000447,10222,1,0
B203,44,10,CSZ,CSZ,10003,241000488,10223,1,0
G102,44,10,10101,54,10323,241000488,10224,1,0
A301,44,10,CSZ,413,10268,200006716,10225,1,0
A501,44,10,CSZ,54,10387,200069250,10229,1,0
A301,44,10,CSZ,54,10387,200069250,10230,1,0
A501,44,10,CSZ,54,10323,200070126,10234,1,0
A507,44,10,CSZ,54,10003,241000488,10237,1,0
D602,44,10,CSZ,54,10387,200069250,10246,1,0
E101,44,10,CSZ,54,10387,200069250,10246,1,0
A301,44,10,CSZ,54,10387,200069250,10255,1,0
A501,44,10,CSZ,54,10387,200069250,10255,1,0
A501,44,10,CSZ,413,10268,200006716,10259,1,0
E101,44,10,CSZ,54,10387,200069250,10260,1,0
A206,44,10,CSZ,CSZ,21154,200069003,10261,1,0
A301,44,10,CSZ,54,10003,241000447,10263,1,0
B301,44,10,10202,413,10268,200006716,10268,1,0
B311,44,10,10202,413,10268,200006716,10268,1,0
D102,44,10,10202,413,10268,200006716,10268,1,0
A301,44,10,CSZ,54,10006,200071777,10269,1,0
B311,44,10,CSZ,54,10387,200069250,10282,1,0
A206,44,10,CSZ,54,10387,241000223,10287,1,0
A302,44,10,CSZ,54,10387,241000223,10287,1,0
D709,44,10,CSZ,54,10387,241000223,10287,1,0
E101,44,10,CSZ,54,10387,241000223,10287,1,0
D502,44,10,CSZ,644,10034,200069003,10295,1,0
A506,44,10,10601,54,10387,200069250,10297,1,0
B301,44,10,10601,54,10387,200069250,10297,1,0
D233,44,10,10601,54,10387,200069250,10297,1,0
G103,44,10,10601,54,10387,200069250,10297,1,0
E101,44,10,CSZ,413,10268,200006716,10298,1,0
A506,44,10,CSZ,54,10006,200070126,10305,1,0
A104,44,10,CSZ,54,10006,200071777,10314,1,0
A501,44,10,CSZ,54,10006,200071777,10314,1,0
B203,44,10,CSZ,54,10006,200071777,10314,1,0
B301,44,10,CSZ,CSZ,10034,200069003,10317,1,0
D232,44,10,CSZ,54,10387,200070126,10320,1,0
A206,44,10,10601,54,10387,200069250,10321,1,0
D221,44,10,10601,54,10387,200069250,10321,1,0
D235,44,10,10601,54,10387,200069250,10321,1,0
D203,44,10,10301,264,10323,200000545,10323,1,0
D207,44,10,10301,264,10323,200000545,10323,1,0
D209,44,10,10301,264,10323,200000545,10323,1,0
D214,44,10,10301,264,10323,200000545,10323,1,0
A301,44,10,CSZ,54,10034,200069003,10331,1,0
E101,44,10,CSZ,54,10034,200069003,10331,1,0
A301,44,10,CSZ,54,10387,200069250,10332,1,0
D239,44,10,CSZ,54,10387,200069250,10332,1,0
B308,44,10,10601,54,10387,200069250,10333,1,0
D111,44,10,10601,54,10387,200069250,10333,1,0
D303,44,10,10601,54,10387,200069250,10333,1,0
G102,44,10,CSZ,54,10387,200069250,10336,1,0
F111,44,10,CSZ,54,10006,200071777,10338,1,0
F113,44,10,CSZ,54,10006,200071777,10338,1,0
D401,44,10,CSZ,264,10323,200000545,10341,1,0
F106,44,10,CSZ,264,10323,200000545,10341,1,0
D703,44,10,10601,54,10387,200069250,10343,1,0
D709,44,10,10601,54,10387,200069250,10343,1,0
E101,44,10,10601,54,10387,200069250,10343,1,0
G104,44,10,10601,54,10387,200069250,10343,1,0
A301,44,10,CSZ,264,10268,241000488,10347,1,0
G102,44,10,CSZ,54,10003,241000447,10350,1,0
D235,44,10,CSZ,54,10387,200070126,10353,1,0
B316,44,10,10601,54,10387,200069250,10357,1,0
D709,44,10,10601,54,10387,200069250,10357,1,0
A301,44,10,CSZ,54,10034,200069003,10358,1,0
D221,44,10,CSZ,54,10034,200069003,10358,1,0
A503,44,10,CSZ,54,10387,200071041,10359,1,0
B206,44,10,10601,54,10387,200069250,10362,1,0
D208,44,10,10601,54,10387,200069250,10362,1,0
B203,44,10,CSZ,1,10268,200006716,10367,1,0
A501,44,10,CSZ,54,10387,200070126,10368,1,0
A507,44,10,CSZ,389,52331,200066892,10372,1,0
D221,44,10,CSZ,389,52331,200066892,10372,1,0
A501,44,10,CSZ,54,10387,200069250,10375,1,0
A507,44,10,CSZ,413,10268,200006716,10382,1,0
G103,44,10,CSZ,413,10268,200006716,10382,1,0
A507,44,10,CSZ,413,10268,241000488,10383,1,0
A104,44,10,10601,54,10387,200069250,10387,1,0
A301,44,10,CSZ,54,10034,200071041,10388,1,0
A506,44,10,CSZ,CSZ,89418,200071041,10394,1,0
A207,44,10,CSZ,54,89345,200071041,10395,1,0
A301,44,10,CSZ,54,89345,200071041,10395,1,0
A501,44,10,CSZ,54,10387,200069250,10396,1,0
A301,44,10,CSZ,54,10387,200069003,10399,1,0
B315,44,10,10103,CSZ,10034,200066892,10401,1,0
E101,44,10,10103,CSZ,10034,200066892,10401,1,0
A501,44,10,CSZ,54,10387,200069250,10402,1,0
A207,44,10,CSZ,54,10387,200069250,10406,1,0
D201,44,10,CSZ,54,10387,200069250,10406,1,0
D221,44,10,CSZ,54,10387,200069250,10406,1,0
D235,44,10,10601,54,10387,200069250,10412,1,0
A501,44,10,CSZ,54,10387,200069250,10416,1,0
B103,44,10,10104,CSZ,10268,200006716,10420,1,0
B313,44,10,10104,CSZ,10268,200006716,10420,1,0
F117,44,10,10104,CSZ,10268,200006716,10420,1,0
D201,44,10,CSZ,389,10033,241000405,10426,1,0
B203,44,10,CSZ,CSZ,10034,200069003,10438,1,0
A501,44,10,CSZ,54,89345,200071041,10441,1,0
B203,76,11,CSZ,91,11397,200035715,11001,1,0
D231,76,11,CSZ,91,11397,200035715,11001,1,0
D231,76,11,CSZ,327,11206,200071926,11003,1,0
A301,76,11,CSZ,327,11206,200071926,11004,1,0
B203,76,11,CSZ,91,11069,200035715,11005,1,0
E01G,76,11,CSZ,327,11206,200071926,11008,1,0
D233,76,11,CSZ,91,11049,200035715,11009,1,0
D231,76,11,CSZ,91,11069,200035715,11011,1,0
E101,76,11,11101,72,34052,241100593,11012,1,0
A507,76,11,CSZ,72,11106,241100593,11014,1,0
D201,76,11,CSZ,72,11106,241100593,11014,1,0
F102,76,11,CSZ,CSZ,11129,200071926,11015,1,0
F106,76,11,CSZ,CSZ,11129,200071926,11015,1,0
F111,76,11,CSZ,CSZ,11129,200071926,11015,1,0
G103,76,11,CSZ,CSZ,11129,200071926,11015,1,0
D231,76,11,CSZ,91,11049,200035715,11018,1,0
B103,76,11,CSZ,CSZ,11315,200035715,11022,1,0
D231,76,11,CSZ,CSZ,11315,200035715,11022,1,0
A206,76,11,CSZ,72,11262,241100593,11024,1,0
D231,76,11,CSZ,72,11262,241100593,11024,1,0
E101,76,11,CSZ,72,11262,241100593,11024,1,0
A501,76,11,CSZ,CSZ,11304,200043776,11028,1,0
A206,76,11,CSZ,CSZ,9185,200035707,11033,1,0
F117,76,11,CSZ,CSZ,9185,200035707,11033,1,0
A301,76,11,CSZ,91,11206,200071926,11034,1,0
G101,76,11,CSZ,CSZ,11304,200043776,11035,1,0
D231,76,11,11401,91,11069,200035715,11037,1,0
D303,76,11,11401,91,11069,200035715,11037,1,0
B301,76,11,CSZ,72,11203,241100593,11040,1,0
D221,76,11,CSZ,72,11203,241100593,11040,1,0
D235,76,11,CSZ,72,11203,241100593,11041,1,0
D303,76,11,CSZ,72,11203,241100593,11041,1,0
E101,76,11,CSZ,72,11203,241100593,11041,1,0
G102,76,11,CSZ,327,11129,200071926,11045,1,0
E101,76,11,CSZ,72,11203,200035863,11048,1,0
F106,76,11,CSZ,72,11203,200035863,11048,1,0
D102,76,11,11109,91,11049,200035707,11049,1,0
D231,76,11,11109,91,11049,200035707,11049,1,0
E101,76,11,CSZ,91,11069,200042463,11052,1,0
D231,76,11,CSZ,339,31451,243100567,11054,1,0
G103,76,11,CSZ,339,31451,243100567,11054,1,0
B203,76,11,CSZ,CSZ,11129,200071926,11055,1,0
