TYPEQU,REG,DEP,UU2020,AAV2020,BV2012,EPCI,DEPCOM,PRES_2016,PRES_2021
D203,84,1,1303,243,1004,240100883,1004,1,0
D303,84,1,1303,243,1004,240100883,1004,1,0
F104,84,1,1303,243,1004,240100883,1004,1,0
B316,84,1,CSZ,2,69123,200042497,1005,1,0
D231,84,1,CSZ,2,69123,200042497,1005,1,0
A206,84,1,CSZ,243,1004,240100883,1007,1,0
B301,84,1,CSZ,243,1004,240100883,1007,1,0
A501,84,1,CSZ,286,1034,200040350,1009,1,0
A301,84,1,CSZ,243,1004,240100883,1013,1,0
A206,84,1,1402,168,1283,200042935,1014,1,0
B101,84,1,1402,168,1283,200042935,1014,1,0
B102,84,1,1402,168,1283,200042935,1014,1,0
B301,84,1,1402,168,1283,200042935,1014,1,0
D303,84,1,1402,168,1283,200042935,1014,1,0
F103,84,1,CSZ,286,1034,200040350,1015,1,0
A207,84,1,CSZ,CSZ,1185,240100883,1017,1,0
G104,84,1,CSZ,2,69123,200042497,1021,1,0
A01G,84,1,CSZ,286,1034,200040350,1022,1,0
A507,84,1,CSZ,286,1034,200040350,1022,1,0
B308,84,1,CSZ,286,1034,200040350,1022,1,0
G102,84,1,CSZ,286,1034,200040350,1022,1,0
A206,84,1,1113,80,1266,200071751,1024,1,0
E101,84,1,1201,84,71270,200071371,1025,1,0
B102,84,1,1201,84,71270,200071371,1026,1,0
E101,84,1,1201,84,71270,200071371,1026,1,0
G104,84,1,1201,84,71270,200071371,1026,1,0
D233,84,1,1202,2,69123,240100610,1027,1,0
D303,84,1,1202,2,69123,240100610,1027,1,0
D232,84,1,CSZ,80,39475,200071751,1029,1,0
A208,84,1,760,2,69123,200042497,1030,1,0
A301,84,1,760,2,69123,200042497,1030,1,0
A206,84,1,1402,168,1283,200042935,1031,1,0
F101,84,1,1202,2,69123,240100610,1032,1,0
F114,84,1,1202,2,69123,240100610,1032,1,0
F120,84,1,1202,2,69123,240100610,1032,1,0
F121,84,1,1202,2,69123,240100610,1032,1,0
D108,84,1,360,GEN,1033,240100891,1033,1,0
D206,84,1,360,GEN,1033,240100891,1033,1,0
D209,84,1,360,GEN,1033,240100891,1033,1,0
D214,84,1,360,GEN,1033,240100891,1033,1,0
D236,84,1,360,GEN,1033,240100891,1033,1,0
B103,84,1,1301,286,1034,200040350,1034,1,0
B304,84,1,1301,286,1034,200040350,1034,1,0
D209,84,1,1301,286,1034,200040350,1034,1,0
F120,84,1,1301,286,1034,200040350,1034,1,0
F103,84,1,CSZ,168,1283,200042935,1035,1,0
A507,84,1,CSZ,286,1034,200040350,1036,1,0
A207,84,1,CSZ,80,1266,200071751,1040,1,0
D232,84,1,CSZ,80,1266,200071751,1040,1,0
A207,84,1,CSZ,243,1004,240100883,1041,1,0
E101,84,1,CSZ,CSZ,1457,200070555,1046,1,0
D703,84,1,CSZ,2,1202,240100883,1047,1,0
D709,84,1,CSZ,2,1202,240100883,1047,1,0
A302,84,1,760,2,69123,240100610,1049,1,0
A506,84,1,760,2,69123,240100610,1049,1,0
D701,84,1,760,2,69123,240100610,1049,1,0
A301,84,1,CSZ,2,1443,200069193,1052,1,0
B308,84,1,1501,80,1053,200071751,1053,1,0
G103,84,1,1501,80,1053,200071751,1053,1,0
E101,84,1,CSZ,84,1305,200071371,1057,1,0
B315,84,1,CSZ,CSZ,38012,200040350,1058,1,0
D201,84,1,CSZ,CSZ,38012,200040350,1058,1,0
A104,84,1,CSZ,572,1185,200042935,1060,1,0
D201,84,1,CSZ,572,1185,200042935,1060,1,0
F116,84,1,1301,286,1034,200040350,1061,1,0
A501,84,1,CSZ,2,69123,240100610,1062,1,0
A507,84,1,1203,168,1269,200042935,1063,1,0
F111,84,1,1203,168,1269,200042935,1063,1,0
A207,84,1,1108,80,1053,200071751,1065,1,0
B206,84,1,1108,80,1053,200071751,1065,1,0
B203,84,1,CSZ,CSZ,1004,200029999,1068,1,0
B313,84,1,1116,80,1053,200071751,1069,1,0
A302,84,1,1401,GEN,1173,240100750,1071,1,0
B301,84,1,1123,80,1053,200071751,1072,1,0
G104,84,1,1123,80,1053,200071751,1072,1,0
B102,84,1,1105,2,1244,200069193,1074,1,0
B103,84,1,1105,2,1244,200069193,1074,1,0
D233,84,1,1105,2,1244,200069193,1074,1,0
D303,84,1,CSZ,2,69123,200070118,1075,1,0
A501,84,1,CSZ,CSZ,1004,200029999,1077,1,0
A507,84,1,CSZ,GEN,74012,240100750,1078,1,0
B203,84,1,CSZ,GEN,74012,240100750,1078,1,0
F103,84,1,CSZ,CSZ,1034,200040350,1079,1,0
D243,84,1,CSZ,572,1185,200042935,1080,1,0
G102,84,1,CSZ,CSZ,1033,240100891,1081,1,0
E101,84,1,CSZ,2,1443,200069193,1085,1,0
G102,84,1,CSZ,168,1269,200042935,1087,1,0
G103,84,1,CSZ,168,1269,200042935,1087,1,0
D605,84,1,CSZ,2,1244,240100883,1088,1,0
B315,84,1,CSZ,2,1004,240100883,1089,1,0
A501,84,1,CSZ,CSZ,1244,200069193,1090,1,0
D201,84,1,1104,2,1004,200069193,1092,1,0
F102,84,1,1104,2,1004,200069193,1092,1,0
F113,84,1,1104,2,1004,200069193,1092,1,0
A506,84,1,1130,524,1093,200069193,1093,1,0
D108,84,1,1130,524,1093,200069193,1093,1,0
D236,84,1,1130,524,1093,200069193,1093,1,0
A501,84,1,CSZ,84,1305,200071371,1094,1,0
D201,84,1,CSZ,80,1053,200071751,1095,1,0
A507,84,1,CSZ,80,1457,200070555,1096,1,0
E101,84,1,CSZ,286,1034,200040350,1098,1,0
A501,84,1,CSZ,2,1244,240100883,1099,1,0
D235,84,1,CSZ,2,1244,240100883,1099,1,0
D401,84,1,CSZ,2,1244,240100883,1099,1,0
G102,84,1,CSZ,2,1244,240100883,1099,1,0
G104,84,1,CSZ,286,1034,200040350,1100,1,0
A301,84,1,1122,GEN,74012,240100750,1103,1,0
G102,84,1,CSZ,CSZ,1033,240100750,1104,1,0
A507,84,1,CSZ,2,69123,200042497,1105,1,0
G101,84,1,CSZ,243,1004,240100883,1107,1,0
A206,84,1,CSZ,80,39475,200071751,1108,1,0
D221,84,1,CSZ,80,39475,200071751,1108,1,0
D233,84,1,CSZ,80,39475,200071751,1108,1,0
D303,84,1,CSZ,80,39475,200071751,1108,1,0
G101,84,1,CSZ,80,39475,200071751,1108,1,0
D221,84,1,CSZ,GEN,1033,240100750,1109,1,0
B102,84,1,CSZ,80,1266,200071751,1115,1,0
A301,84,1,CSZ,286,1034,200040350,1116,1,0
B203,84,1,CSZ,84,71090,200070555,1123,1,0
A301,84,1,CSZ,168,1053,200071751,1125,1,0
D201,84,1,CSZ,168,1053,200071751,1125,1,0
E101,84,1,CSZ,168,1053,200071751,1125,1,0
A507,84,1,CSZ,80,39475,200071751,1127,1,0
A301,84,1,CSZ,CSZ,1305,200071751,1128,1,0
D605,84,1,CSZ,CSZ,1305,200071751,1128,1,0
A507,84,1,CSZ,2,1244,200069193,1129,1,0
A507,84,1,1126,84,1134,200070555,1134,1,0
A506,84,1,1111,652,1034,200040350,1138,1,0
B301,84,1,1111,652,1034,200040350,1138,1,0
D705,84,1,1111,652,1034,200040350,1138,1,0
A501,84,1,CSZ,286,1034,200040350,1141,1,0
D232,84,1,CSZ,286,1034,200040350,1141,1,0
E101,84,1,CSZ,286,1034,200040350,1141,1,0
B315,84,1,760,2,69123,240100610,1142,1,0
D401,84,1,760,2,69123,240100610,1142,1,0
A506,84,1,1205,GEN,1143,240100750,1143,1,0
B305,84,1,1205,GEN,1143,240100750,1143,1,0
D203,84,1,1205,GEN,1143,240100750,1143,1,0
A208,84,1,CSZ,80,1053,200071751,1145,1,0
B316,84,1,CSZ,80,1053,200071751,1145,1,0
D201,84,1,CSZ,168,1283,200042935,1148,1,0
G102,84,1,CSZ,168,1283,200042935,1148,1,0
A301,84,1,CSZ,80,1053,200071751,1150,1,0
B203,84,1,CSZ,80,1004,200071751,1151,1,0
A207,84,1,CSZ,168,1283,200042935,1152,1,0
E101,84,1,1102,GEN,1173,240100750,1153,1,0
A301,84,1,CSZ,2,1244,240100883,1156,1,0
A01G,84,1,653,GEN,74012,240100750,1160,1,0
A301,84,1,653,GEN,74012,240100750,1160,1,0
D113,84,1,653,GEN,74012,240100750,1160,1,0
D203,84,1,653,GEN,74012,240100750,1160,1,0
D207,84,1,653,GEN,74012,240100750,1160,1,0
D201,84,1,CSZ,80,1266,200071751,1163,1,0
D221,84,1,CSZ,80,1266,200071751,1163,1,0
D201,84,1,760,2,69123,200042497,1166,1,0
B313,84,1,CSZ,CSZ,69019,200070118,1169,1,0
A507,84,1,1203,168,1269,200042935,1170,1,0
B203,84,1,1402,168,1283,200042935,1171,1,0
A506,84,1,1401,GEN,1173,240100750,1173,1,0
B310,84,1,1401,GEN,1173,240100750,1173,1,0
B315,84,1,1401,GEN,1173,240100750,1173,1,0
D402,84,1,1401,GEN,1173,240100750,1173,1,0
D606,84,1,1401,GEN,1173,240100750,1173,1,0
F102,84,1,CSZ,CSZ,1033,240100891,1174,1,0
A501,84,1,1125,84,1305,200071371,1175,1,0
D232,84,1,CSZ,80,1053,200071751,1184,1,0
D104,84,1,1129,572,1185,200042935,1185,1,0
D232,84,1,CSZ,CSZ,1185,200040350,1187,1,0
A301,84,1,CSZ,CSZ,1185,200042935,1191,1,0
G102,84,1,1203,168,1283,200042935,1192,1,0
G104,84,1,1203,168,1283,200042935,1192,1,0
A208,84,1,CSZ,80,1053,200071751,1195,1,0
D233,84,1,CSZ,80,1053,200071751,1195,1,0
A507,84,1,1119,80,1266,200071751,1196,1,0
B101,84,1,1119,80,1266,200071751,1196,1,0
B203,84,1,CSZ,80,1053,200071751,1197,1,0
A206,84,1,1121,243,1004,200029999,1199,1,0
B313,84,1,1121,243,1004,200029999,1199,1,0
G102,84,1,CSZ,CSZ,1269,200029999,1200,1,0
A01G,84,1,1204,505,1202,240100883,1202,1,0
D303,84,1,1204,505,1202,240100883,1202,1,0
E101,84,1,1126,84,1134,200070555,1203,1,0
F103,84,1,CSZ,CSZ,1269,200042935,1204,1,0
F111,84,1,CSZ,CSZ,1269,200042935,1204,1,0
F112,84,1,CSZ,CSZ,1269,200042935,1204,1,0
F121,84,1,CSZ,CSZ,1269,200042935,1204,1,0
A501,84,1,CSZ,CSZ,1185,200042935,1206,1,0
A507,84,1,CSZ,GEN,1033,240100750,1209,1,0
A501,84,1,CSZ,CSZ,1173,240100750,1210,1,0
D221,84,1,CSZ,80,1053,200071751,1211,1,0
D242,84,1,CSZ,80,1053,200071751,1211,1,0
E101,84,1,CSZ,80,1053,200071751,1211,1,0
B203,84,1,CSZ,2,1202,240100883,1213,1,0
A503,84,1,1112,2,38085,240100883,1224,1,0
G102,84,1,1112,2,38085,240100883,1224,1,0
A301,84,1,CSZ,2,69019,200070118,1225,1,0
D201,84,1,1101,CSZ,1269,200042935,1228,1,0
B315,84,1,CSZ,80,1266,200071751,1229,1,0
D238,84,1,CSZ,80,1266,200071751,1229,1,0
B315,84,1,CSZ,84,1305,200071371,1231,1,0
D221,84,1,CSZ,84,1305,200071371,1231,1,0
A206,84,1,CSZ,80,1266,200071751,1232,1,0
B305,84,1,CSZ,80,1266,200071751,1232,1,0
E101,84,1,CSZ,80,1266,200071751,1232,1,0
A301,84,1,CSZ,CSZ,1034,240100883,1233,1,0
A207,84,1,CSZ,2,1443,200069193,1235,1,0
D221,84,1,CSZ,2,1443,200069193,1235,1,0
A301,84,1,CSZ,80,1266,200071751,1236,1,0
D233,84,1,CSZ,168,1283,200042935,1237,1,0
F106,84,1,760,2,69123,200042497,1238,1,0
A506,84,1,CSZ,286,73330,200040350,1239,1,0
A501,84,1,CSZ,168,1283,200042935,1240,1,0
A506,84,1,CSZ,168,1283,200042935,1240,1,0
B313,84,1,CSZ,168,1283,200042935,1240,1,0
B301,84,1,CSZ,80,1053,200071751,1241,1,0
A507,84,1,CSZ,2,69123,200070118,1243,1,0
B308,84,1,1302,2,1244,240100883,1244,1,0
D210,84,1,1302,2,1244,240100883,1244,1,0
B311,84,1,CSZ,80,1457,200070555,1246,1,0
G104,84,1,CSZ,GEN,1173,240100750,1247,1,0
D221,84,1,CSZ,2,1333,200069193,1248,1,0
G102,84,1,CSZ,2,1333,200069193,1248,1,0
A01G,84,1,760,2,69123,240100800,1249,1,0
B311,84,1,760,2,69123,240100800,1249,1,0
D108,84,1,760,2,69123,240100800,1249,1,0
D203,84,1,760,2,69123,240100800,1249,1,0
D208,84,1,760,2,69123,240100800,1249,1,0
F101,84,1,760,2,69123,240100800,1249,1,0
G102,84,1,760,2,69123,240100800,1249,1,0
B304,84,1,760,2,69123,200042497,1250,1,0
D201,84,1,760,2,69123,200042497,1250,1,0
D233,84,1,760,2,69123,200042497,1250,1,0
E101,84,1,760,2,69123,200042497,1250,1,0
A501,84,1,CSZ,CSZ,1348,200070118,1252,1,0
B311,84,1,1116,80,1053,200071751,1254,1,0
A501,84,1,CSZ,CSZ,69019,200070118,1258,1,0
B315,84,1,CSZ,CSZ,69019,200070118,1258,1,0
E101,84,1,CSZ,2,1244,240100883,1260,1,0
B301,84,1,CSZ,2,1333,200069193,1261,1,0
D242,84,1,CSZ,2,1333,200069193,1261,1,0
B301,84,1,760,2,69123,240100610,1262,1,0
B315,84,1,760,2,69123,240100610,1262,1,0
D602,84,1,760,2,69123,240100610,1262,1,0
F114,84,1,760,2,69123,240100610,1262,1,0
A205,84,1,451,CSZ,69019,200070118,1263,1,0
D242,84,1,451,CSZ,69019,200070118,1263,1,0
D303,84,1,451,CSZ,69019,200070118,1263,1,0
A506,84,1,1203,168,1269,200042935,1265,1,0
A503,84,1,1119,80,1266,200071751,1266,1,0
D104,84,1,1119,80,1266,200071751,1266,1,0
D235,84,1,1119,80,1266,200071751,1266,1,0
G103,84,1,1119,80,1266,200071751,1266,1,0
A206,84,1,CSZ,168,1269,200042935,1267,1,0
A507,84,1,CSZ,286,38012,200040350,1268,1,0
A503,84,1,1124,CSZ,1269,200042935,1269,1,0
D203,84,1,1124,CSZ,1269,200042935,1269,1,0
D210,84,1,1124,CSZ,1269,200042935,1269,1,0
D214,84,1,1124,CSZ,1269,200042935,1269,1,0
F112,84,1,1124,CSZ,1269,200042935,1269,1,0
F116,84,1,1124,CSZ,1269,200042935,1269,1,0
A206,84,1,CSZ,524,1093,200069193,1272,1,0
B203,84,1,CSZ,524,1093,200069193,1272,1,0
A507,84,1,CSZ,CSZ,1004,200029999,1273,1,0
E101,84,1,CSZ,CSZ,1004,200029999,1273,1,0
A207,84,1,1124,CSZ,1269,200042935,1274,1,0
A501,84,1,CSZ,2,69123,240100610,1276,1,0
G104,84,1,CSZ,2,69123,240100610,1276,1,0
D233,84,1,653,GEN,74012,240100750,1281,1,0
D235,84,1,653,GEN,74012,240100750,1281,1,0
D112,84,1,1402,168,1283,200042935,1283,1,0
D203,84,1,1402,168,1283,200042935,1283,1,0
D209,84,1,1402,168,1283,200042935,1283,1,0
F116,84,1,1402,168,1283,200042935,1283,1,0
A301,84,1,CSZ,84,1305,200071371,1284,1,0
B203,84,1,CSZ,50,73330,200040350,1286,1,0
F111,84,1,CSZ,50,73330,200040350,1286,1,0
F113,84,1,CSZ,50,73330,200040350,1286,1,0
D235,84,1,1118,GEN,74012,240100750,1288,1,0
D602,84,1,1501,80,1053,200071751,1289,1,0
G102,84,1,1501,80,1053,200071751,1289,1,0
G104,84,1,1501,80,1053,200071751,1289,1,0
A501,84,1,1302,2,1244,240100883,1290,1,0
D401,84,1,1302,2,1244,240100883,1290,1,0
D232,84,1,CSZ,80,1457,200070555,1291,1,0
A207,84,1,CSZ,286,1034,200040350,1294,1,0
A501,84,1,CSZ,2,69123,240100610,1297,1,0
A301,84,1,CSZ,2,1443,200069193,1299,1,0
D221,84,1,1106,80,1053,200071751,1301,1,0
A01G,84,1,CSZ,CSZ,1004,200029999,1303,1,0
B301,84,1,CSZ,CSZ,1004,200029999,1303,1,0
B310,84,1,CSZ,CSZ,1004,200029999,1303,1,0
B311,84,1,CSZ,CSZ,1004,200029999,1303,1,0
G104,84,1,CSZ,CSZ,1004,200029999,1303,1,0
B301,84,1,1110,CSZ,1004,200029999,1304,1,0
E101,84,1,1110,CSZ,1004,200029999,1304,1,0
A01G,84,1,1125,84,1305,200071371,1305,1,0
B310,84,1,1125,84,1305,200071371,1305,1,0
B315,84,1,1125,84,1305,200071371,1305,1,0
E101,84,1,1125,84,1305,200071371,1305,1,0
F202,84,1,1125,84,1305,200071371,1305,1,0
G101,84,1,1125,84,1305,200071371,1305,1,0
A01G,84,1,1126,84,1134,200070555,1306,1,0
D235,84,1,1126,84,1134,200070555,1306,1,0
D303,84,1,1126,84,1134,200070555,1306,1,0
D709,84,1,1126,84,1134,200070555,1306,1,0
G102,84,1,1126,84,1134,200070555,1306,1,0
D221,84,1,1203,168,1269,200042935,1307,1,0
A207,84,1,CSZ,GEN,74012,240100750,1308,1,0
A301,84,1,CSZ,286,1034,200040350,1310,1,0
D209,84,1,653,GEN,74012,240100750,1313,1,0
D210,84,1,653,GEN,74012,240100750,1313,1,0
D236,84,1,653,GEN,74012,240100750,1313,1,0
A207,84,1,CSZ,2,1004,200029999,1314,1,0
B206,84,1,CSZ,524,1093,200069193,1319,1,0
B313,84,1,CSZ,524,1093,200069193,1319,1,0
A206,84,1,1120,84,71270,200071371,1320,1,0
A206,84,1,760,2,69123,200042497,1322,1,0
B301,84,1,760,2,69123,200042497,1322,1,0
A507,84,1,CSZ,84,1305,200071371,1323,1,0
A301,84,1,CSZ,80,1093,200069193,1328,1,0
A501,84,1,CSZ,80,1093,200069193,1328,1,0
A301,84,1,CSZ,CSZ,1185,200040350,1330,1,0
A205,84,1,1201,84,71270,200071371,1332,1,0
B305,84,1,1115,2,1333,200069193,1333,1,0
A507,84,1,CSZ,84,1134,200070555,1334,1,0
A507,84,1,CSZ,80,1053,200071751,1336,1,0
E101,84,1,CSZ,80,1053,200071751,1336,1,0
E101,84,1,1125,84,1305,200071371,1337,1,0
A205,84,1,CSZ,CSZ,38022,200040350,1338,1,0
A301,84,1,CSZ,CSZ,38022,200040350,1338,1,0
D201,84,1,CSZ,CSZ,38022,200040350,1338,1,0
D207,84,1,760,2,69123,200042497,1339,1,0
G102,84,1,760,2,69123,200042497,1339,1,0
A208,84,1,CSZ,84,71270,200070555,1343,1,0
A207,84,1,1501,80,1053,200071751,1344,1,0
B205,84,1,1501,80,1053,200071751,1344,1,0
G101,84,1,1303,243,1004,240100883,1345,1,0
B305,84,1,760,2,69123,200042497,1347,1,0
G101,84,1,760,2,69123,200042497,1347,1,0
A302,84,1,1127,638,1348,200070118,1348,1,0
B301,84,1,1127,638,1348,200070118,1348,1,0
G104,84,1,CSZ,80,1053,200071751,1350,1,0
B310,84,1,CSZ,CSZ,1348,200070118,1351,1,0
B315,84,1,CSZ,CSZ,1348,200070118,1351,1,0
A301,84,1,CSZ,84,1305,200071371,1352,1,0
B301,84,1,760,2,69123,200042497,1353,1,0
A205,84,1,653,GEN,74012,240100750,1354,1,0
E101,84,1,CSZ,2,1093,200069193,1356,1,0
A507,84,1,CSZ,GEN,74012,240100750,1360,1,0
A301,84,1,CSZ,2,69123,200042497,1362,1,0
D201,84,1,CSZ,2,69123,200042497,1362,1,0
D221,84,1,CSZ,2,69123,200042497,1362,1,0
A206,84,1,1121,243,1004,200029999,1363,1,0
D221,84,1,1121,243,1004,200029999,1363,1,0
B203,84,1,CSZ,80,1305,200071751,1364,1,0
A507,84,1,CSZ,84,1134,200070555,1365,1,0
E101,84,1,CSZ,84,1134,200070555,1365,1,0
A507,84,1,CSZ,2,1202,240100883,1366,1,0
B203,84,1,CSZ,80,1266,200071751,1367,1,0
D201,84,1,CSZ,80,1266,200071751,1367,1,0
A507,84,1,1501,80,1053,200071751,1369,1,0
D303,84,1,1501,80,1053,200071751,1369,1,0
A206,84,1,554,84,71270,200070308,1370,1,0
B203,84,1,554,84,71270,200070308,1370,1,0
F111,84,1,554,84,71270,200070308,1370,1,0
A301,84,1,CSZ,2,1333,200069193,1371,1,0
D303,84,1,1101,CSZ,1269,200042935,1373,1,0
E101,84,1,1101,CSZ,1269,200042935,1373,1,0
A501,84,1,CSZ,80,1053,200071751,1374,1,0
A301,84,1,CSZ,80,1266,200071751,1375,1,0
A501,84,1,CSZ,80,1266,200071751,1375,1,0
B203,84,1,CSZ,80,1266,200071751,1375,1,0
B311,84,1,760,2,69123,240100800,1376,1,0
A507,84,1,CSZ,2,1443,200069193,1381,1,0
E101,84,1,CSZ,2,1443,200069193,1382,1,0
A206,84,1,CSZ,2,1053,200069193,1383,1,0
E101,84,1,CSZ,2,1053,200069193,1383,1,0
A01G,84,1,CSZ,243,1004,240100883,1384,1,0
B301,84,1,CSZ,243,1004,240100883,1384,1,0
G104,84,1,CSZ,243,1004,240100883,1384,1,0
A207,84,1,1204,505,1202,240100883,1386,1,0
D221,84,1,1204,505,1202,240100883,1386,1,0
D231,84,1,1204,505,1202,240100883,1386,1,0
D221,84,1,CSZ,CSZ,1305,200071751,1388,1,0
D303,84,1,CSZ,CSZ,1305,200071751,1388,1,0
A207,84,1,CSZ,2,1093,200069193,1389,1,0
D709,84,1,CSZ,2,1202,240100883,1390,1,0
B301,84,1,CSZ,CSZ,38247,240100883,1396,1,0
B313,84,1,CSZ,CSZ,38247,240100883,1396,1,0
D201,84,1,CSZ,CSZ,38247,240100883,1396,1,0
D201,84,1,CSZ,GEN,1173,240100750,1397,1,0
A302,84,1,1401,GEN,1173,240100750,1399,1,0
B304,84,1,1401,GEN,1173,240100750,1399,1,0
D201,84,1,1401,GEN,1173,240100750,1399,1,0
A501,84,1,CSZ,CSZ,71158,200071371,1402,1,0
B203,84,1,CSZ,CSZ,71158,200071371,1402,1,0
D231,84,1,CSZ,CSZ,38247,240100883,1403,1,0
F101,84,1,CSZ,CSZ,38247,240100883,1403,1,0
D235,84,1,165,CSZ,74269,200070852,1407,1,0
D242,84,1,165,CSZ,74269,200070852,1407,1,0
F201,84,1,165,CSZ,74269,200070852,1407,1,0
D303,84,1,CSZ,CSZ,1457,200069193,1412,1,0
A205,84,1,CSZ,CSZ,1185,240100883,1416,1,0
D113,84,1,CSZ,CSZ,1185,240100883,1416,1,0
A301,84,1,1127,638,1348,200070118,1420,1,0
B203,84,1,1127,638,1348,200070118,1420,1,0
B301,84,1,1127,638,1348,200070118,1420,1,0
D231,84,1,1127,638,1348,200070118,1420,1,0
F101,84,1,1127,638,1348,200070118,1420,1,0
F111,84,1,1127,638,1348,200070118,1420,1,0
G103,84,1,1127,638,1348,200070118,1420,1,0
G104,84,1,1127,638,1348,200070118,1420,1,0
A207,84,1,CSZ,243,1004,240100883,1421,1,0
F113,84,1,CSZ,2,69123,240100800,1424,1,0
D207,84,1,CSZ,80,1053,200071751,1426,1,0
D235,84,1,CSZ,80,1053,200071751,1426,1,0
B205,84,1,760,2,69123,200042497,1427,1,0
B305,84,1,760,2,69123,200042497,1427,1,0
B310,84,1,760,2,69123,200042497,1427,1,0
D103,84,1,760,2,69123,200042497,1427,1,0
D104,84,1,760,2,69123,200042497,1427,1,0
D401,84,1,760,2,69123,200042497,1427,1,0
G101,84,1,760,2,69123,200042497,1427,1,0
A301,84,1,CSZ,243,1004,200029999,1430,1,0
B103,84,1,CSZ,243,1004,200029999,1430,1,0
A301,84,1,CSZ,CSZ,1305,200071751,1433,1,0
A207,84,1,CSZ,2,1443,200069193,1434,1,0
B203,84,1,CSZ,2,1443,200069193,1434,1,0
D221,84,1,1103,GEN,1173,240100750,1435,1,0
A01G,84,1,1128,2,1443,200069193,1443,1,0
G102,84,1,1128,2,1443,200069193,1443,1,0
B203,84,1,CSZ,2,69123,200042497,1446,1,0
D221,84,1,1117,2,1244,240100883,1450,1,0
D703,84,1,1501,80,1053,200071751,1451,1,0
B316,84,1,CSZ,286,1034,200040350,1452,1,0
G103,84,1,CSZ,286,1034,200040350,1452,1,0
D605,84,1,CSZ,CSZ,1034,200040350,1453,1,0
B304,84,1,1109,80,1457,200070555,1457,1,0
A507,32,2,CSZ,283,2738,200071785,2002,1,0
B203,32,2,CSZ,283,2738,200071785,2002,1,0
D231,32,2,CSZ,128,2722,240200477,2003,1,0
A501,32,2,CSZ,36,51454,240200592,2007,1,0
A507,32,2,CSZ,128,2722,240200501,2008,1,0
D201,32,2,CSZ,94,2691,200040426,2009,1,0
A206,32,2,CSZ,128,2795,200071991,2011,1,0
D221,32,2,CSZ,128,2795,200071991,2011,1,0
B103,32,2,2118,136,2018,200071769,2018,1,0
D235,32,2,2118,136,2018,200071769,2018,1,0
A104,32,2,CSZ,308,2381,240200600,2031,1,0
A507,32,2,CSZ,308,2381,240200600,2031,1,0
D201,32,2,CSZ,308,2381,240200600,2031,1,0
D235,32,2,CSZ,308,2381,240200600,2031,1,0
D303,32,2,CSZ,308,2381,240200600,2031,1,0
A301,32,2,CSZ,CSZ,80410,200071892,2032,1,0
A301,32,2,CSZ,136,2468,240200469,2039,1,0
A301,32,2,2302,273,2173,200071785,2041,1,0
D221,32,2,2302,273,2173,200071785,2041,1,0
D232,32,2,2302,273,2173,200071785,2041,1,0
B310,32,2,CSZ,1,2168,200072031,2042,1,0
A207,32,2,CSZ,136,2408,240200469,2046,1,0
B203,32,2,CSZ,CSZ,2738,200071769,2049,1,0
A301,32,2,CSZ,494,2558,240200444,2050,1,0
A501,32,2,CSZ,CSZ,51217,200072031,2051,1,0
E101,32,2,CSZ,CSZ,51217,200072031,2051,1,0
D232,32,2,CSZ,128,2018,200071769,2052,1,0
E01G,32,2,CSZ,36,51250,240200501,2054,1,0
D201,32,2,2402,283,2738,200071785,2059,1,0
B313,32,2,CSZ,94,80410,240200493,2060,1,0
A506,32,2,2404,128,2722,240200477,2064,1,0
B316,32,2,2404,128,2722,240200477,2064,1,0
F102,32,2,2404,128,2722,240200477,2064,1,0
A501,32,2,CSZ,494,2558,240200444,2067,1,0
A301,32,2,CSZ,CSZ,2468,240200444,2068,1,0
A507,32,2,CSZ,128,2795,200071991,2071,1,0
F113,32,2,CSZ,128,2795,200071991,2071,1,0
A501,32,2,CSZ,36,51454,240200576,2073,1,0
G102,32,2,CSZ,36,51454,240200576,2073,1,0
A301,32,2,CSZ,128,2722,240200477,2077,1,0
D602,32,2,CSZ,273,2173,200071785,2081,1,0
D603,32,2,CSZ,273,2173,200071785,2081,1,0
A501,32,2,CSZ,209,2305,200072031,2083,1,0
E101,32,2,CSZ,1,2163,240200584,2084,1,0
D303,32,2,CSZ,209,2168,200072031,2085,1,0
E101,32,2,CSZ,273,2173,200071785,2086,1,0
B203,32,2,2108,128,2722,240200477,2089,1,0
B305,32,2,2108,128,2722,240200477,2089,1,0
A507,32,2,CSZ,CSZ,60471,200071769,2093,1,0
D221,32,2,CSZ,CSZ,60471,200071769,2093,1,0
D233,32,2,CSZ,CSZ,60471,200071769,2093,1,0
D303,32,2,2401,209,2168,200072031,2094,1,0
B304,32,2,2201,571,2095,240200493,2095,1,0
E101,32,2,CSZ,209,2168,200072031,2098,1,0
A501,32,2,CSZ,209,2168,200072031,2099,1,0
B301,32,2,2115,494,2558,240200444,2103,1,0
A501,32,2,CSZ,36,51250,240200592,2106,1,0
G102,32,2,CSZ,36,51250,240200592,2106,1,0
D232,32,2,CSZ,136,2408,200071769,2108,1,0
B301,32,2,2104,CSZ,2722,240200501,2110,1,0
D201,32,2,CSZ,94,2095,240200493,2112,1,0
B102,32,2,2401,209,2168,200072031,2114,1,0
D111,32,2,2401,209,2168,200072031,2114,1,0
F108,32,2,2401,209,2168,200072031,2114,1,0
F112,32,2,2401,209,2168,200072031,2114,1,0
F113,32,2,2401,209,2168,200072031,2114,1,0
G102,32,2,2401,209,2168,200072031,2114,1,0
